Zip,NumTotal,NumRetired,NumDisabled,NumWidowerorParent,NumSpouses,NumChildren,BenTotal,BenRetired,BenWidowerorParent,NumSeniors
"78409",415,210,80,50,25,50,414,242,48,250
"78410",3385,1900,535,365,220,365,3722,2366,410,2235
"78411",4940,2925,750,540,310,415,5157,3371,599,3440
"78412",5500,3315,860,540,320,465,5919,3956,616,3835
"78413",4665,2970,635,440,255,365,5440,3768,525,3310
"78414",3055,1895,425,315,170,250,3513,2375,369,2125
"78415",6220,3215,1275,600,420,710,5597,3220,564,3735
"78416",3215,1645,635,425,240,270,2819,1561,398,2125
"78417",580,235,130,55,40,120,492,226,52,290
"78418",4670,2835,805,365,215,450,5064,3430,402,2945
"78426",130,75,20,10,10,15,152,104,10,80
"78427",305,165,40,20,15,65,328,205,24,180
"78460",200,110,30,25,10,25,216,139,25,135
"78463",280,125,85,30,10,30,247,125,25,140
"78465",430,180,125,45,20,60,318,154,35,215
"78466",315,150,70,25,15,55,308,172,29,160
"78467",455,210,120,50,15,60,389,204,43,235
"78468",205,125,35,15,5,25,205,134,16,145
"78469",525,175,80,30,10,230,424,193,28,200
"78480",280,150,65,25,15,25,276,167,27,170
"75102",295,190,45,25,15,20,311,218,26,210
"75105",80,55,10,5,5,5,87,65,6,60
"75109",830,570,115,50,35,60,988,728,52,560
"75110",5175,3000,980,470,200,525,5247,3357,512,3305
"75144",865,525,165,60,35,80,899,601,58,555
"75151",495,240,100,40,15,100,472,287,36,260
"75153",155,90,35,10,5,15,153,97,10,90
"75155",390,185,100,25,15,65,385,208,28,185
"75838",145,110,15,10,5,5,156,126,9,110
"75840",1530,970,220,125,85,130,1678,1177,137,1055
"75848",45,30,10,5,0,0,55,36,6,30
"75859",575,435,70,30,25,15,702,545,35,435
"75860",1030,630,160,90,45,105,1035,683,96,700
"76626",330,200,55,35,15,25,353,227,42,225
"76635",260,140,60,20,10,30,240,144,17,150
"76639",450,260,75,40,20,55,451,298,41,285
"76641",405,235,80,30,20,40,433,271,35,260
"76642",1490,915,240,115,70,150,1546,1041,122,985
"76653",330,210,55,25,10,30,355,243,24,215
"76667",2550,1350,460,200,70,470,2512,1505,197,1480
"76678",55,40,5,5,0,5,58,44,3,40
"76679",380,245,70,25,20,20,409,275,27,260
"76681",150,90,30,15,0,15,148,97,12,85
"76686",60,40,5,10,0,5,63,43,13,45
"76687",430,285,55,35,30,25,480,344,46,310
"76693",365,215,60,35,15,40,372,240,41,230
"75201",630,355,170,50,25,30,825,555,76,380
"75202",75,55,10,0,5,5,119,93,0,60
"75203",1725,920,465,130,60,150,1506,846,114,1000
"75204",1495,910,345,90,45,105,1635,1121,96,925
"75210",1190,580,340,115,20,135,973,520,94,615
"75215",2845,1495,810,250,35,255,2413,1320,219,1600
"75223",1435,810,305,110,75,135,1254,766,100,845
"75226",145,90,40,5,5,5,147,90,6,80
"75246",345,210,80,20,10,25,291,191,18,215
"75315",415,205,125,35,5,45,339,174,31,230
"75001",1120,825,135,75,45,40,1583,1238,116,875
"75006",5285,3730,590,360,250,355,6530,4977,466,3960
"75007",5320,3615,650,360,260,435,6641,4892,458,3755
"75011",385,225,80,25,10,45,463,305,28,230
"75030",235,145,45,15,5,25,271,183,13,155
"75040",6545,3950,1125,495,320,655,7129,4754,554,4225
"75041",3695,2410,520,295,195,275,4138,2972,344,2675
"75042",4075,2625,600,325,190,335,4455,3153,374,2845
"75043",7815,5055,1230,540,290,700,9218,6535,656,5285
"75044",5075,3440,660,340,240,395,6217,4603,428,3580
"75045",150,105,25,10,5,5,193,142,14,115
"75046",220,120,45,20,5,30,229,145,17,130
"75047",80,55,15,0,0,10,98,68,0,55
"75049",240,135,40,20,5,40,260,164,25,135
"75080",6360,4740,410,530,435,245,8449,6721,728,5470
"75081",4960,3530,490,365,265,310,6268,4855,473,3815
"75082",2205,1625,145,170,135,130,2932,2314,230,1740
"75083",340,220,50,30,15,25,417,296,40,240
"75085",135,95,15,5,10,10,166,128,8,100
"75088",3055,2030,435,205,120,265,3780,2721,254,2070
"75089",2620,1605,415,145,100,355,3050,2051,175,1640
"75205",2365,1665,95,230,265,110,3629,2775,375,2060
"75206",2460,1660,415,195,90,100,2882,2066,233,1780
"75209",2065,1450,210,190,120,95,2703,2044,252,1645
"75214",4075,2940,420,380,175,160,5216,3982,507,3285
"75218",3545,2545,415,310,150,125,4531,3451,410,2830
"75220",2500,1630,370,170,155,175,2914,2112,212,1770
"75221",45,30,5,10,0,0,47,31,7,35
"75222",250,150,60,10,5,25,257,160,15,145
"75225",4365,3150,105,580,425,105,6816,5188,969,4015
"75229",4475,3255,330,395,280,215,6024,4711,556,3725
"75230",4950,3640,310,500,340,160,7180,5630,759,4310
"75231",2805,1615,620,185,115,270,3325,2260,238,1775
"75234",4520,3370,395,355,220,180,5643,4507,438,3725
"75238",3900,2645,440,350,230,235,4881,3639,461,3055
"75240",2035,1355,295,175,105,105,2539,1873,222,1520
"75243",5680,3220,1310,390,255,505,6436,4216,481,3525
"75244",2015,1525,110,165,150,65,2812,2258,238,1735
"75248",6220,4690,395,455,475,205,8922,7188,651,5305
"75250",20,10,5,0,0,5,21,16,0,10
"75251",330,235,20,50,10,15,449,343,62,285
"75252",3120,2325,255,240,205,95,4347,3452,337,2560
"75254",1720,1075,270,140,120,115,2279,1637,185,1240
"75283",25,10,10,0,0,5,25,10,0,10
"75287",3090,1840,635,205,105,305,3886,2632,258,1900
"75313",90,40,40,5,0,5,86,43,3,40
"75336",130,75,35,5,0,15,139,89,6,75
"75354",115,65,25,10,5,10,125,78,6,65
"75355",60,35,10,5,5,5,66,46,6,40
"75356",45,35,5,0,0,5,64,56,0,35
"75359",20,15,5,0,0,0,24,17,0,15
"75360",120,80,20,10,5,5,153,107,16,90
"75367",125,90,5,10,10,10,187,150,17,110
"75370",105,60,20,10,5,10,127,81,8,60
"75371",30,20,5,5,0,0,31,20,5,20
"75372",45,30,5,0,5,5,50,41,0,30
"75374",195,110,50,10,5,20,218,138,14,115
"75379",175,135,15,10,10,5,240,199,12,145
"75380",140,100,15,10,10,5,182,146,8,100
"75381",105,75,10,10,5,5,118,96,9,85
"75382",155,80,45,5,0,25,163,98,4,70
"75104",4730,2720,950,320,160,580,5372,3453,363,2790
"75106",305,190,55,15,10,35,369,251,20,195
"75115",7515,4605,1355,595,210,750,8561,5684,652,4740
"75116",2885,1880,400,235,140,230,3309,2351,271,2065
"75123",375,230,75,20,10,40,425,289,20,230
"75134",2210,990,620,150,60,390,2177,1115,147,1045
"75137",3010,1890,455,245,150,270,3584,2489,294,2055
"75138",355,205,75,20,10,45,402,264,22,220
"75141",525,295,125,35,15,55,557,338,39,305
"75146",2700,1460,645,175,70,350,2862,1728,190,1510
"75172",460,235,120,30,25,50,448,254,35,260
"75216",9505,5535,2210,765,200,795,8887,5598,699,5945
"75224",3810,2120,885,295,135,375,3639,2209,290,2260
"75232",5465,3325,1165,375,135,465,5791,3795,393,3395
"75233",1840,1085,380,150,55,170,1843,1191,150,1155
"75236",1325,605,370,95,55,200,1251,649,98,650
"75237",1595,560,610,95,20,310,1400,590,77,560
"75241",6030,3360,1430,440,120,680,5770,3548,420,3575
"75249",1225,685,270,70,25,175,1302,805,71,655
"75339",315,160,85,25,5,40,288,155,24,175
"75376",280,150,85,10,5,30,287,172,8,140
"75114",615,380,100,35,20,80,695,472,43,375
"75126",3275,1990,505,260,105,415,3898,2579,316,2040
"75149",7095,4060,1360,585,260,830,7667,4938,663,4415
"75150",7385,4670,1165,625,245,680,8535,5921,759,5070
"75159",2565,1490,530,230,80,235,2717,1723,244,1580
"75160",4505,2755,810,375,155,410,4885,3270,404,2950
"75161",1165,745,200,75,40,105,1298,891,80,745
"75180",2650,1240,715,225,110,360,2579,1373,232,1395
"75181",2065,1100,410,140,65,350,2303,1379,160,1110
"75182",655,505,50,35,45,20,837,680,42,535
"75185",320,195,65,20,10,30,359,247,22,205
"75187",175,85,40,10,5,35,174,105,9,90
"75217",8435,4250,2110,670,360,1045,7675,4297,641,4510
"75227",5540,2920,1395,415,210,600,5281,3102,380,3105
"75228",7965,4735,1695,620,300,615,8384,5527,677,5205
"75253",1655,805,430,140,60,220,1613,886,148,870
"75357",235,110,85,15,0,25,221,116,10,115
"75015",155,105,20,10,10,10,173,124,13,105
"75017",145,85,35,10,5,10,159,107,12,90
"75060",5320,3400,840,390,245,445,5894,4127,455,3645
"75061",5155,3145,860,450,250,450,5693,3899,508,3515
"75207",65,50,10,0,0,5,89,78,0,45
"75208",3350,1960,660,265,185,280,3284,2119,265,2135
"75211",6790,3785,1305,545,410,745,6223,3846,520,4135
"75212",3300,1620,810,325,165,380,2685,1412,269,1855
"75219",2550,1650,510,195,115,80,3519,2476,298,1825
"75235",1660,965,380,100,60,155,1663,1043,104,1005
"75247",245,170,40,15,5,15,262,196,15,175
"78832",960,650,105,90,50,65,917,682,75,725
"78837",80,50,5,10,10,5,73,49,12,65
"78840",6775,4040,705,770,710,550,5267,3435,601,4810
"78841",650,380,70,80,75,45,456,287,65,480
"78842",395,265,55,20,35,20,378,271,25,285
"75010",1635,1050,225,115,75,170,1965,1367,130,1100
"75022",1575,1110,105,110,100,150,2184,1660,157,1180
"75027",95,70,10,10,0,5,132,104,10,70
"75028",3405,2360,315,265,160,305,4515,3329,347,2445
"75029",210,135,35,15,10,15,259,176,18,145
"75056",3620,2235,600,290,125,370,4433,2977,356,2315
"75057",1160,725,170,105,50,110,1326,906,131,790
"75065",1390,915,200,95,50,130,1663,1179,114,950
"75067",4725,2905,775,390,165,490,5500,3738,464,3095
"75068",2870,1735,465,210,90,370,3342,2218,257,1750
"75077",4225,3050,380,315,215,265,5616,4302,429,3215
"76023",1230,780,180,120,55,95,1396,945,136,835
"76071",635,385,120,40,20,70,707,468,47,395
"76073",920,570,150,65,50,85,1077,720,78,605
"76078",1000,590,195,75,35,105,1155,759,92,610
"76201",1935,1245,290,185,70,145,2223,1533,238,1415
"76202",735,210,60,15,15,435,699,255,21,255
"76204",15,5,5,5,0,0,17,10,4,10
"76205",2195,1460,260,160,145,170,2678,2007,199,1620
"76206",145,100,20,10,5,10,170,125,16,110
"76207",2450,1800,195,155,135,165,3119,2474,195,1870
"76208",2235,1450,330,180,85,190,2638,1869,219,1525
"76209",3185,2035,505,260,110,275,3631,2553,306,2205
"76210",3965,2735,440,300,150,340,5002,3700,388,2855
"76225",580,365,80,60,25,50,671,461,69,400
"76226",2005,1470,140,130,125,140,2684,2099,183,1500
"76227",2270,1440,310,160,95,265,2689,1859,200,1485
"76234",2585,1740,275,275,135,160,2936,2122,317,1935
"76246",25,20,0,0,0,5,27,19,0,20
"76247",1390,825,230,120,50,165,1587,1053,141,850
"76249",1040,685,130,75,40,110,1225,876,82,700
"76258",1035,710,120,85,45,75,1205,871,104,770
"76259",580,355,105,50,20,50,707,454,69,365
"76262",3060,2190,290,190,170,220,4062,3111,256,2290
"76266",1980,1280,315,155,80,150,2290,1584,181,1360
"76267",50,35,5,5,0,5,57,46,3,35
"76426",1830,1210,245,170,100,105,2133,1499,203,1340
"76431",665,415,95,75,30,50,760,514,88,470
"78801",3370,1965,525,345,235,300,2902,1871,311,2290
"78802",720,425,120,50,50,75,623,407,55,470
"78827",320,175,55,40,25,25,221,126,27,210
"78829",255,100,65,35,15,40,179,84,26,130
"78830",175,100,25,20,15,15,136,84,16,120
"78834",1375,730,220,175,105,145,1098,641,147,890
"78836",40,20,10,5,0,5,33,16,6,25
"78838",120,85,10,15,5,5,144,105,16,90
"78839",1635,900,290,155,90,200,1151,697,113,1000
"78852",6560,3510,940,755,690,665,4360,2508,546,4300
"78853",2470,1300,370,255,270,275,1557,890,168,1580
"78860",75,40,15,5,10,5,54,32,3,40
"78870",180,100,25,20,15,20,168,105,23,115
"78872",340,175,60,40,25,40,265,149,31,205
"78877",200,115,25,25,15,20,158,97,17,145
"78881",540,290,70,70,45,65,487,297,68,360
"78884",360,260,20,30,40,10,369,286,34,300
"79836",945,460,160,85,105,135,728,412,64,560
"79837",130,85,5,15,15,10,113,81,13,105
"79838",1440,655,305,165,155,160,1052,533,120,860
"79839",270,120,40,40,40,30,161,78,29,175
"79847",35,25,5,0,0,5,34,25,0,25
"79849",1485,600,385,140,150,210,995,430,94,745
"79851",110,60,20,10,5,15,89,55,8,65
"79853",380,170,80,25,55,50,236,122,15,215
"79855",495,295,85,50,25,40,414,259,48,325
"79903",3910,2290,575,465,315,265,3141,1978,398,2825
"79904",5105,2635,910,610,435,515,4311,2472,547,3295
"79905",5345,2960,800,645,485,455,4034,2383,546,3800
"79906",190,20,55,0,5,110,127,22,0,25
"79907",10020,5115,1960,1125,990,830,8084,4444,951,6450
"79908",40,5,15,0,0,20,31,6,0,5
"79914",165,95,25,25,10,10,155,91,25,115
"79915",8725,5065,1205,955,905,595,7138,4503,850,6430
"79916",20,0,20,0,0,0,24,0,0,0
"79917",235,120,50,25,20,20,172,90,18,140
"79923",115,80,15,10,5,5,95,68,7,85
"79924",10320,5425,1725,1305,920,945,9120,5315,1237,6840
"79925",7180,4570,795,715,565,535,6945,4789,748,5385
"79926",105,60,20,5,5,15,91,61,7,70
"79927",5290,2450,1190,515,575,560,3949,1942,396,3030
"79928",3630,1545,840,270,315,660,2813,1351,215,1780
"79929",105,50,25,5,10,15,86,45,4,55
"79931",70,45,10,5,0,10,57,36,5,50
"79934",1465,610,360,115,95,285,1313,643,105,650
"79935",3210,1940,450,310,225,285,3061,2034,308,2275
"79936",11050,5585,2215,970,840,1440,9889,5561,890,6395
"79937",155,85,35,10,10,15,145,90,9,95
"79938",3745,1565,920,310,280,670,2946,1376,246,1765
"79995",340,155,100,25,25,35,255,128,26,200
"79996",175,70,55,20,0,30,162,74,13,80
"79997",105,60,25,5,5,10,109,66,6,55
"79821",540,265,110,45,45,75,421,225,40,310
"79835",1660,855,315,155,170,165,1300,726,126,1015
"79901",2760,1565,490,310,215,180,1604,914,204,1855
"79902",3470,2190,435,385,270,190,3205,2189,381,2625
"79911",105,65,15,5,10,10,118,83,8,75
"79912",8710,5570,935,830,680,695,9385,6650,931,6490
"79913",345,200,55,30,25,35,371,237,36,235
"79922",1305,825,130,160,110,80,1477,1016,188,1010
"79930",4850,2785,755,535,410,365,3972,2452,481,3435
"79932",2920,1715,400,270,250,285,2788,1841,257,2020
"79940",15,10,0,5,0,0,15,10,4,10
"79941",15,10,0,5,0,0,11,8,3,10
"79943",80,40,15,5,10,10,51,26,5,50
"79944",50,35,10,0,5,0,30,19,0,40
"79945",35,25,5,5,0,0,24,16,4,30
"79946",50,30,5,5,5,5,32,23,2,35
"79947",60,40,10,5,5,0,41,28,3,45
"79948",65,40,10,10,5,0,45,28,8,55
"79949",25,15,5,5,0,0,20,11,4,20
"79950",30,25,0,0,5,0,22,18,0,25
"79951",70,40,10,10,0,10,50,29,9,50
"79952",60,40,5,5,10,0,42,31,3,50
"79953",85,45,15,10,5,10,59,36,6,60
"79954",35,25,5,5,0,0,25,16,3,25
"79955",70,45,10,10,5,0,50,32,5,50
"76008",1785,1280,135,130,105,135,2311,1780,181,1395
"76020",4885,3075,770,440,230,370,5602,3834,514,3330
"76052",1185,730,175,75,40,165,1410,964,97,705
"76066",605,390,90,50,30,45,679,472,57,415
"76067",3840,2290,630,400,190,330,3976,2590,436,2600
"76068",385,225,65,45,15,35,433,287,52,265
"76082",3125,1875,570,265,130,285,3492,2286,302,1970
"76085",1520,1045,205,105,65,100,1792,1310,126,1055
"76086",3930,2560,520,400,185,265,4343,3034,461,2910
"76087",4315,3085,425,305,220,280,5274,4047,380,3220
"76088",1875,1335,190,125,110,115,2187,1669,137,1365
"76092",2245,1600,140,150,155,200,3157,2432,216,1665
"76098",475,300,75,45,20,35,555,380,55,330
"76101",295,100,150,10,10,25,272,110,12,110
"76102",1000,550,195,110,40,105,1178,770,152,650
"76103",2190,1180,435,155,85,335,2185,1370,178,1295
"76104",2675,1320,770,255,80,250,2357,1253,239,1515
"76105",3030,1495,780,280,110,365,2597,1425,248,1690
"76106",3630,1950,655,375,235,415,3240,1932,365,2275
"76107",4060,2660,565,425,205,205,4887,3485,535,3030
"76108",5255,3140,900,480,235,500,5932,3942,558,3440
"76111",2390,1430,420,240,120,180,2405,1556,264,1550
"76112",5785,3290,1210,520,205,560,6233,3996,584,3675
"76113",85,40,30,10,0,5,84,43,8,45
"76114",3965,2415,685,415,205,245,4241,2809,464,2790
"76116",7480,4725,1215,760,345,435,8924,6214,964,5415
"76117",4700,2900,750,470,275,305,5113,3443,549,3315
"76118",1940,1230,275,200,80,155,2301,1592,247,1390
"76120",1435,730,390,115,50,150,1570,910,134,765
"76121",235,150,35,20,10,20,277,203,23,160
"76124",220,125,50,15,5,25,255,160,18,130
"76127",15,10,5,0,0,0,14,10,0,10
"76131",1955,1065,375,130,85,300,2120,1306,162,1075
"76135",3105,1870,540,290,130,275,3468,2306,336,2040
"76136",185,110,35,15,5,20,206,139,18,115
"76137",4195,2490,690,315,170,530,4760,3120,376,2550
"76147",150,110,15,10,5,10,199,164,10,120
"76148",3000,1835,500,245,115,305,3448,2288,292,1915
"76161",175,100,35,20,10,10,195,126,20,110
"76164",1800,1075,275,180,130,140,1635,1043,171,1215
"76177",425,245,70,25,20,65,493,315,32,255
"76179",4875,3055,690,370,235,525,5786,4002,458,3190
"76180",5245,3560,610,510,245,320,6396,4659,658,3940
"76181",15,10,0,5,0,0,20,14,3,10
"76182",4055,2860,425,320,190,260,5175,3873,420,3005
"76185",180,140,15,15,5,5,257,210,21,155
"76244",3825,2330,560,295,135,505,4524,3002,370,2365
"76248",3560,2535,275,325,200,225,4674,3529,428,2760
"76427",185,125,20,15,10,15,194,142,18,135
"76439",75,65,5,0,5,0,99,86,0,60
"76449",580,405,60,50,30,35,666,494,63,430
"76453",310,230,20,30,25,5,357,281,31,260
"76458",1090,700,120,135,65,70,1201,834,155,825
"76459",35,25,5,5,0,0,44,31,4,30
"76463",115,75,10,15,5,10,124,84,15,80
"76472",320,220,35,25,20,20,350,258,30,245
"76475",205,130,20,30,10,15,224,149,33,145
"76484",260,190,25,25,15,5,295,229,26,205
"76485",60,40,10,5,0,5,68,49,5,40
"76486",270,170,35,25,20,20,297,202,25,200
"76487",440,275,60,40,35,30,497,344,43,305
"76490",55,50,5,0,0,0,65,57,0,45
"76036",3340,2165,455,300,140,280,3907,2711,361,2370
"76060",1145,710,175,95,70,95,1358,910,120,765
"76063",6485,4145,830,540,300,670,7785,5454,661,4400
"76109",3145,2200,235,350,230,130,4350,3258,528,2615
"76110",3285,1915,590,290,215,275,3237,2073,295,2165
"76115",1985,1080,400,180,130,195,1797,1080,178,1235
"76119",6840,3720,1530,610,230,750,6548,3926,592,4115
"76123",2350,1215,445,175,95,420,2576,1529,211,1275
"76126",3545,2530,345,315,170,185,4445,3362,413,2760
"76132",3685,2505,405,380,190,205,4705,3477,518,2870
"76133",7965,5225,1055,675,405,605,9174,6630,828,5810
"76134",3580,2200,610,255,155,360,3872,2656,286,2365
"76140",3565,1975,750,280,155,405,3828,2397,301,2100
"76162",170,95,40,15,5,15,211,134,18,105
"76163",190,100,50,10,0,30,205,122,15,110
"77510",2550,1585,335,270,150,210,3067,2049,327,1785
"77517",1030,625,150,95,75,85,1225,806,114,685
"77518",1365,725,280,140,70,150,1528,914,161,825
"77539",5045,2995,860,460,280,450,5833,3812,532,3260
"77546",5760,3900,535,520,350,455,7457,5437,700,4325
"77549",325,255,15,25,20,10,420,346,35,285
"77550",3945,2345,755,380,140,325,4149,2727,423,2545
"77551",3100,1985,460,320,130,205,3632,2539,389,2185
"77552",255,160,45,20,10,20,288,197,24,175
"77553",345,200,85,25,0,35,349,218,30,195
"77554",1530,1155,150,100,70,55,2094,1673,132,1160
"77563",1880,1125,345,180,85,145,2188,1425,206,1235
"77565",1245,875,145,105,40,80,1638,1230,134,910
"77568",3170,1840,655,300,105,270,3494,2214,335,1985
"77573",6740,4360,795,585,340,660,8647,6094,736,4660
"77574",320,210,50,30,15,15,400,279,43,220
"77590",5145,2850,965,560,275,495,5686,3512,648,3205
"77591",2350,1365,455,215,85,230,2543,1636,240,1480
"77592",620,340,130,60,25,65,651,416,62,375
"77617",15,10,5,0,0,0,13,10,0,10
"77623",125,80,10,15,10,10,142,98,19,90
"77650",460,325,60,45,20,10,567,421,55,325
"76527",690,465,80,40,40,65,732,540,46,475
"76530",530,340,70,55,20,45,549,376,53,380
"76537",520,300,85,55,20,60,538,338,64,325
"76573",20,15,0,0,5,0,22,18,0,15
"76574",3205,1995,525,320,130,235,3434,2311,347,2200
"76578",310,200,45,30,15,20,323,222,30,220
"76831",45,35,0,5,5,0,47,37,5,35
"76885",55,40,5,5,0,5,59,50,3,40
"78605",970,645,120,75,50,80,1064,773,81,670
"78607",120,100,5,5,10,0,139,118,7,100
"78608",145,100,15,10,10,10,154,118,6,105
"78609",785,590,75,65,35,20,920,717,74,635
"78611",3275,2325,320,265,190,175,3657,2781,307,2495
"78613",6015,3945,760,490,235,585,7303,5161,609,4120
"78615",245,160,30,20,15,20,275,202,26,175
"78626",3065,1885,490,265,120,305,3321,2236,305,2025
"78627",475,325,65,40,20,25,563,420,43,350
"78628",5030,3770,365,380,300,215,6393,5088,478,4035
"78630",320,210,55,20,15,20,373,257,28,220
"78633",9595,8085,290,545,580,95,12694,11028,751,8465
"78634",1915,960,415,150,80,310,2053,1160,177,1015
"78639",2335,1585,285,235,115,115,2585,1894,261,1765
"78641",4245,2615,680,295,170,485,4831,3283,352,2660
"78642",1495,1045,180,100,60,110,1711,1287,119,1065
"78643",1815,1300,180,170,85,80,2000,1504,200,1395
"78645",2325,1715,250,130,125,105,2909,2278,166,1710
"78646",315,185,55,30,20,25,343,216,33,205
"78654",4260,2980,450,385,220,225,4849,3640,462,3225
"78657",1950,1525,110,115,160,40,2599,2161,155,1665
"78664",4480,2575,870,345,155,535,5024,3196,410,2655
"78665",2630,1525,425,230,100,350,3064,1970,281,1565
"78669",1580,1210,130,95,75,70,2025,1641,115,1175
"78672",425,305,60,30,20,10,495,365,34,320
"78673",35,25,5,5,0,0,41,31,6,25
"78674",85,55,15,5,0,10,91,61,5,50
"78680",200,115,45,15,10,15,218,131,19,125
"78681",4565,3095,520,330,225,395,5640,4139,415,3210
"78683",115,50,35,10,5,15,123,67,12,55
"78717",1455,965,155,115,80,140,1817,1314,146,1015
"78729",2135,1340,370,170,75,180,2565,1745,216,1395
"75032",3415,2340,335,240,190,310,4336,3256,315,2475
"75087",4355,3140,385,305,215,310,5469,4205,394,3325
"75132",130,90,15,10,0,15,142,107,13,90
"75135",1060,655,195,65,40,105,1194,806,73,670
"75189",2600,1625,460,160,75,280,2999,2026,186,1645
"75401",2920,1610,660,285,85,280,2938,1806,288,1790
"75402",3475,2350,470,260,185,210,4096,2998,310,2595
"75403",390,185,105,30,5,65,366,208,25,195
"75404",185,130,30,10,0,15,228,171,13,120
"75420",245,175,30,20,15,5,275,198,27,190
"75422",645,415,95,50,35,50,734,517,60,435
"75423",580,375,85,35,20,65,631,440,40,385
"75428",1360,810,255,120,45,130,1441,964,133,875
"75429",190,105,50,20,0,15,206,122,19,110
"75431",435,285,65,35,25,25,452,321,36,295
"75433",635,440,75,50,25,45,698,515,59,455
"75437",260,170,45,15,15,15,283,201,20,175
"75440",1740,1205,235,130,85,85,1999,1481,139,1240
"75442",1595,1030,260,125,55,125,1802,1229,147,1085
"75453",750,450,145,60,25,70,819,527,61,485
"75458",85,60,10,0,5,10,95,73,0,55
"75471",290,180,40,25,15,30,297,197,26,190
"75472",1025,665,165,75,35,85,1122,797,79,685
"75474",3560,2070,825,260,110,295,3886,2471,280,2125
"75478",220,135,25,20,15,25,225,155,17,145
"75481",90,65,10,5,5,5,95,70,4,65
"75482",4680,2845,790,450,220,375,4883,3267,476,3200
"75483",385,250,70,25,15,25,424,296,31,265
"75496",685,460,105,50,25,45,752,545,49,495
"78535",350,165,75,30,30,50,281,158,24,185
"78538",1345,710,260,130,100,145,930,524,89,825
"78543",1430,795,250,120,120,145,991,589,83,890
"78550",7970,4740,1205,805,485,735,7233,4735,743,5420
"78551",430,225,50,40,25,90,365,228,34,255
"78552",5190,3325,695,415,350,405,5090,3591,394,3690
"78553",560,240,145,45,35,95,460,234,38,275
"78559",1975,1155,295,215,120,190,1681,1064,191,1335
"78561",105,45,25,10,15,10,67,30,7,65
"78568",110,60,10,20,5,15,75,46,12,70
"78569",735,365,140,90,60,80,574,323,65,455
"78570",3935,2085,690,410,300,450,2813,1657,304,2445
"78579",605,315,90,55,75,70,322,182,32,380
"78580",2110,1170,335,245,185,175,1639,1011,192,1440
"78583",1225,710,180,130,90,115,1087,718,107,810
"78590",65,35,10,5,5,10,55,32,5,40
"78592",220,125,30,25,15,25,136,80,17,140
"78593",850,455,160,75,65,95,631,367,57,525
"78594",385,185,65,50,35,50,280,155,39,235
"78596",7735,4565,1135,735,580,720,6038,3964,561,5260
"78598",145,110,15,10,5,5,165,134,9,115
"78599",735,385,130,70,60,90,534,313,50,445
"79323",925,535,120,100,90,80,1001,650,118,665
"79342",60,35,5,10,10,0,67,46,11,50
"79355",300,175,35,30,30,30,303,196,40,225
"79359",510,280,70,60,50,50,498,310,63,370
"79360",1380,765,195,165,125,130,1375,859,168,945
"77001",90,50,20,5,5,10,91,52,8,55
"77002",550,310,190,30,5,15,706,450,41,315
"77003",925,480,220,75,60,90,812,476,68,540
"77004",3720,2145,830,370,120,255,3683,2327,381,2345
"77005",2710,2065,105,230,205,105,4183,3392,354,2355
"77006",1740,1245,300,80,50,65,2396,1804,118,1275
"77007",2255,1565,255,205,135,95,2754,2065,248,1750
"77008",3515,2415,420,350,165,165,4222,3086,422,2720
"77009",4550,2765,640,500,310,335,4520,2960,521,3175
"77010",45,30,5,5,5,0,68,53,6,35
"77011",2375,1355,325,260,255,180,2011,1251,244,1670
"77019",2095,1520,160,160,170,85,3058,2413,249,1720
"77020",3370,1750,670,375,240,335,3008,1719,362,2055
"77023",2815,1665,445,280,220,205,2722,1731,292,1895
"77026",4105,2150,905,470,135,445,3585,2038,441,2475
"77027",2020,1470,115,220,160,55,3095,2400,348,1760
"77046",215,160,5,30,15,5,355,276,50,195
"77052",165,90,55,10,0,10,156,93,11,90
"77098",1355,1010,125,115,70,35,1972,1554,171,1105
"77208",15,10,0,5,0,0,27,17,4,15
"77210",45,25,15,0,0,5,51,32,0,25
"77219",255,115,40,10,10,80,291,152,10,130
"77220",205,90,35,30,5,45,170,86,27,110
"77223",165,85,30,15,5,30,151,96,14,95
"77226",180,95,45,15,5,20,167,102,11,105
"77227",125,100,10,10,5,0,183,154,10,110
"77249",165,95,35,5,10,20,154,102,6,100
"77251",65,40,10,0,5,10,71,52,0,45
"77252",50,25,15,5,0,5,63,33,7,30
"77253",60,35,15,5,0,5,71,44,4,35
"77254",80,55,10,10,5,0,109,82,12,65
"77256",50,40,0,5,5,0,75,63,5,45
"77261",60,40,10,0,0,10,57,44,0,40
"77265",75,50,15,5,0,5,94,66,4,50
"77266",140,90,40,5,0,5,173,114,5,90
"77277",120,75,10,10,5,20,155,103,18,80
"77288",135,80,30,10,5,10,131,83,9,85
"77393",160,90,25,15,5,25,191,120,22,90
"77016",6210,3460,1190,700,240,620,6139,3785,698,3990
"77022",4060,2330,795,420,220,295,3687,2267,398,2685
"77028",3590,1830,755,410,140,455,3343,1894,401,2100
"77032",1165,535,295,100,65,170,1109,610,97,620
"77037",1680,1000,245,155,145,135,1722,1137,177,1160
"77039",2835,1500,520,305,190,320,2760,1642,310,1705
"77044",2545,1215,520,245,115,450,2712,1517,270,1310
"77050",700,435,115,50,25,75,747,507,50,450
"77060",2480,1210,620,190,135,325,2308,1273,195,1330
"77073",2275,1035,500,175,110,455,2273,1284,187,1125
