Zip,NumTotal,NumRetired,NumDisabled,NumWidowerorParent,NumSpouses,NumChildren,BenTotal,BenRetired,BenWidowerorParent,NumSeniors
"76388",70,50,5,10,5,0,78,59,9,60
"76424",1955,1230,280,200,115,130,2115,1459,219,1415
"76429",45,30,5,5,5,0,50,40,3,30
"76430",530,350,50,70,35,25,585,413,79,415
"76435",190,140,20,20,10,0,204,154,23,155
"76437",1355,880,180,155,65,75,1370,935,164,1020
"76443",565,395,50,50,45,25,585,430,58,450
"76445",100,75,10,5,5,5,105,86,6,80
"76448",1335,865,165,125,75,105,1443,1009,146,980
"76454",440,305,45,45,20,25,462,331,46,345
"76464",145,100,10,15,10,10,154,112,18,110
"76466",90,55,15,10,5,5,89,57,15,60
"76469",25,20,5,0,0,0,27,22,0,15
"76470",770,445,135,100,25,65,751,475,97,510
"76471",520,335,65,55,30,35,531,363,62,380
"79501",760,485,115,90,35,35,775,519,94,540
"79502",355,230,25,60,20,20,355,245,62,285
"79503",50,30,5,5,5,5,51,35,6,35
"79504",680,465,80,75,35,25,723,510,83,530
"79506",210,145,20,20,15,10,243,177,24,165
"79508",270,195,25,20,15,15,294,224,21,205
"79510",1770,1160,255,145,80,130,1858,1314,153,1255
"79518",45,25,5,5,5,5,41,27,3,30
"79520",585,365,75,75,40,30,620,429,79,440
"79521",960,625,105,115,60,55,982,683,121,740
"79525",620,395,100,50,30,45,650,433,58,425
"79528",165,100,10,35,10,10,177,116,39,135
"79530",110,80,15,10,0,5,120,84,9,85
"79533",105,60,15,10,5,15,101,63,10,65
"79534",50,40,5,5,0,0,47,39,4,40
"79535",60,35,5,5,10,5,64,42,6,45
"79536",1010,635,135,95,55,90,1046,708,101,710
"79537",30,20,5,0,0,5,32,25,0,20
"79539",40,30,5,5,0,0,35,26,6,35
"79540",40,30,0,5,5,0,45,36,4,40
"79541",145,105,15,10,5,10,164,120,12,105
"79543",280,175,30,35,15,25,293,199,38,215
"79544",140,95,15,20,5,5,127,91,18,115
"79545",370,200,50,55,30,35,371,228,56,265
"79546",540,330,60,75,40,35,572,381,84,425
"79547",245,140,35,40,20,10,248,154,39,185
"79548",45,30,5,5,5,0,48,37,4,35
"79553",910,520,145,105,45,95,875,557,106,630
"79556",2695,1660,390,310,155,180,2777,1860,327,1925
"79560",55,35,5,5,10,0,59,39,8,45
"79561",135,90,20,15,5,5,145,99,14,100
"79562",595,420,60,45,35,35,666,499,53,450
"79563",285,180,45,25,10,25,280,197,24,195
"79601",3455,2165,490,345,165,290,3584,2449,393,2480
"79602",3275,2070,485,270,165,285,3508,2422,323,2275
"79603",4575,2645,850,460,180,440,4424,2820,475,2980
"79604",760,250,105,25,25,355,712,303,29,330
"79605",5335,3340,740,580,270,405,5741,3904,675,3880
"79606",3575,2480,350,340,210,195,4186,3107,423,2795
"79607",20,5,5,0,0,10,17,9,0,5
"79608",340,220,60,20,15,25,388,276,28,235
"78007",60,45,5,5,5,0,65,49,8,50
"78022",970,595,115,125,85,50,994,661,130,740
"78060",15,10,0,5,0,0,14,9,2,15
"78071",670,405,80,70,60,55,683,442,84,490
"78072",125,80,10,15,15,5,122,83,15,95
"78075",45,25,5,5,5,5,40,21,4,25
"78330",195,115,25,20,15,20,197,133,19,135
"78332",4575,2275,800,610,400,490,4304,2401,580,2900
"78333",850,430,175,80,50,115,846,492,84,490
"78341",455,230,65,75,45,40,397,222,67,310
"78342",100,35,20,20,5,20,97,41,21,55
"78349",170,80,25,30,20,15,136,72,21,120
"78353",120,65,15,20,10,10,97,56,18,80
"78355",1640,860,280,215,125,160,1321,762,183,1090
"78357",675,325,100,90,70,90,631,357,85,435
"78368",2215,1150,400,280,170,215,2043,1215,252,1415
"78372",1075,570,200,115,75,115,1093,634,119,690
"78375",815,470,100,90,75,80,698,448,86,580
"78376",110,55,15,15,15,10,84,45,13,80
"78383",865,555,125,70,55,60,944,654,80,605
"78384",1180,555,230,145,100,150,959,507,119,715
"79001",70,45,5,10,5,5,72,51,8,55
"79010",75,50,10,10,0,5,71,49,7,55
"79012",135,90,10,10,5,20,156,109,16,95
"79013",130,60,25,10,15,20,100,58,9,75
"79015",2375,1580,270,245,120,160,2727,1933,303,1795
"79018",85,55,10,5,10,5,89,60,7,65
"79019",400,280,40,30,30,20,439,323,37,320
"79022",1290,805,150,160,95,80,1373,931,190,980
"79025",30,15,0,5,5,5,27,18,3,20
"79029",2075,1260,260,250,175,130,2306,1542,294,1545
"79044",65,40,5,5,10,5,60,41,8,50
"79045",2785,1645,390,310,235,205,2765,1829,320,2015
"79084",355,235,30,45,35,10,410,288,60,300
"79086",315,175,35,40,35,30,349,221,48,225
"79087",110,75,10,10,10,5,121,87,12,90
"79091",20,10,0,5,0,5,19,10,5,15
"79092",235,155,15,25,20,20,259,183,30,180
"79094",25,20,0,0,5,0,23,20,0,25
"79098",100,70,5,10,10,5,105,76,11,85
"79101",720,420,115,125,25,35,832,536,158,550
"79102",1255,725,210,135,60,125,1322,849,160,840
"79103",1510,860,250,165,90,145,1575,991,182,1005
"79104",995,560,180,115,55,85,930,570,122,655
"79105",330,225,50,25,15,15,380,283,29,240
"79106",4815,2970,780,555,215,295,5328,3581,667,3460
"79107",3980,2075,940,360,205,400,3626,2110,348,2320
"79108",2225,1350,380,200,115,180,2386,1586,222,1485
"79109",7355,5080,850,690,360,375,8714,6381,864,5645
"79110",2440,1515,400,235,100,190,2719,1829,262,1650
"79111",105,60,15,5,0,25,103,69,5,60
"79114",510,345,90,40,15,20,620,446,47,360
"79116",325,145,100,15,5,60,300,159,17,155
"79117",235,110,65,20,10,30,211,117,15,125
"79118",2560,1600,440,170,120,230,2914,1988,209,1670
"79119",1560,1120,110,150,100,80,1958,1478,198,1235
"79120",400,220,85,45,10,40,410,249,45,235
"79121",1310,975,70,110,85,70,1679,1324,144,1080
"79124",1340,925,125,115,75,100,1655,1231,148,1020
"79159",305,180,50,15,20,40,368,245,25,195
"79174",40,0,0,0,0,40,25,0,0,0
"79226",800,525,85,95,55,40,827,581,102,625
"79233",30,20,5,5,0,0,34,21,5,25
"79237",100,55,15,15,10,5,97,58,15,65
"79239",55,40,5,5,5,0,66,50,6,45
"79240",15,15,0,0,0,0,14,14,0,15
"79245",625,390,90,65,45,35,626,422,69,470
"79261",130,85,10,15,15,5,125,89,15,110
"77404",455,280,80,55,20,20,516,343,59,330
"77414",3735,2225,585,420,205,300,4081,2680,470,2565
"77415",110,70,15,15,5,5,129,81,18,80
"77419",240,160,30,25,15,10,273,193,23,185
"77422",2570,1520,370,280,180,220,2997,1959,325,1710
"77428",20,10,5,5,0,0,25,17,6,15
"77430",420,260,55,40,25,40,495,343,44,280
"77440",35,30,5,0,0,0,40,32,0,25
"77456",280,130,65,35,20,30,290,155,36,165
"77457",210,130,30,25,15,10,245,161,31,150
"77458",45,25,5,10,5,0,45,25,15,35
"77463",55,30,10,5,5,5,58,42,3,35
"77465",1325,825,160,150,100,90,1356,918,155,940
"77468",55,30,15,5,0,5,53,31,6,30
"77480",1415,885,210,145,75,100,1664,1129,174,990
"77482",430,245,80,45,40,20,476,292,52,290
"77483",100,55,25,10,5,5,113,62,13,65
"77486",1555,955,170,180,95,155,1836,1231,229,1095
"77511",6225,3610,1015,585,435,580,7164,4663,705,4095
"77512",775,480,110,80,45,60,908,624,94,535
"77515",4145,2350,720,465,240,370,4746,2931,570,2690
"77516",590,350,100,55,30,55,688,458,61,375
"77531",1945,1070,325,220,140,190,2182,1335,266,1255
"77534",450,235,70,60,35,50,520,299,75,295
"77541",2390,1350,445,210,170,215,2609,1655,250,1500
"77542",240,125,50,20,10,35,261,153,23,140
"77566",4475,2825,460,505,380,305,5645,3929,654,3340
"77577",240,145,50,15,15,15,295,193,21,150
"77578",1555,960,230,135,90,140,1895,1272,172,1025
"77581",5495,3685,570,500,350,390,7068,5108,654,4175
"77583",1905,1045,375,130,95,260,2055,1275,143,1075
"77584",6110,3980,715,495,300,620,7399,5237,612,4210
"77588",350,240,45,35,15,15,432,318,44,265
"77853",275,170,35,25,20,25,273,185,23,185
"78602",4400,2810,755,330,125,380,4798,3313,370,2900
"78612",1745,1065,345,125,55,155,1866,1220,128,1070
"78617",1670,795,440,130,65,240,1558,817,127,845
"78621",3145,1945,545,240,105,310,3342,2260,258,2020
"78650",310,195,40,30,15,30,341,237,33,215
"78652",875,610,95,45,35,90,1047,789,61,630
"78653",1700,975,345,110,60,210,1753,1140,102,1020
"78659",535,320,110,45,25,35,614,387,48,335
"78660",5505,3155,1040,365,210,735,6011,3803,414,3220
"78662",435,295,65,30,20,25,480,351,36,290
"78691",295,175,55,25,10,30,319,210,24,190
"78701",695,475,130,40,30,20,916,690,53,500
"78702",3075,1760,715,255,110,235,2744,1665,233,1945
"78703",1920,1415,105,185,135,80,2850,2234,299,1625
"78704",3860,2400,760,280,110,310,4236,2893,321,2555
"78705",385,270,50,30,15,20,513,392,42,285
"78708",140,50,60,5,5,20,144,64,7,50
"78709",155,105,25,10,5,10,190,139,12,115
"78711",60,35,15,5,0,5,81,55,3,30
"78713",30,25,5,0,0,0,39,34,0,30
"78714",235,95,80,15,5,40,232,110,18,100
"78715",260,135,70,25,5,25,288,168,25,140
"78716",180,130,15,15,10,10,231,183,17,135
"78718",45,20,15,0,0,10,43,15,0,20
"78719",190,115,35,15,15,10,182,122,12,125
"78720",200,130,40,15,10,5,263,179,21,140
"78721",1845,1040,450,145,25,185,1678,1028,134,1105
"78722",635,435,105,50,15,30,678,482,55,465
"78723",3605,2105,840,260,105,295,3731,2399,287,2235
"78724",1720,765,570,70,55,260,1553,798,63,775
"78725",520,250,135,45,15,75,507,275,40,260
"78726",795,515,90,60,55,75,1002,717,77,545
"78727",2385,1540,370,175,110,190,2881,2030,202,1625
"78728",1565,985,255,150,55,120,1797,1215,179,1075
"78730",775,580,40,45,65,45,1122,907,62,615
"78731",4005,2960,190,405,345,105,5870,4590,635,3540
"78732",1005,740,70,70,70,55,1345,1043,105,805
"78733",615,430,60,40,35,50,818,618,59,440
"78734",2935,2175,215,215,200,130,3925,3080,300,2325
"78735",1940,1325,150,190,185,90,2584,1903,277,1595
"78736",985,705,125,70,35,50,1230,911,96,710
"78737",1690,1270,130,100,80,110,2210,1756,132,1270
"78738",1720,1265,90,120,140,105,2387,1862,181,1380
"78739",1505,1110,85,115,80,115,2000,1573,153,1160
"78741",2615,1165,875,195,75,305,2414,1227,178,1255
"78742",95,65,15,5,5,5,100,73,6,75
"78744",3020,1390,840,210,130,450,2763,1454,200,1470
"78745",6995,4385,1255,565,235,555,7655,5172,653,4680
"78746",3395,2205,190,265,285,450,4687,3471,397,2605
"78747",1740,1110,245,125,85,175,2075,1479,163,1195
"78748",3680,2245,660,260,125,390,4203,2800,306,2305
"78749",3035,2070,360,245,130,230,3796,2769,302,2185
"78750",3425,2450,295,225,230,225,4517,3494,308,2675
"78751",750,455,165,65,20,45,848,556,81,480
"78752",1400,790,365,90,45,110,1435,896,97,840
"78753",3900,2190,910,285,145,370,4036,2563,314,2330
"78754",1305,710,335,75,30,155,1393,856,81,750
"78755",235,145,20,10,10,50,292,213,17,160
"78756",830,525,170,65,20,50,968,667,78,555
"78757",3075,2170,365,265,110,165,3672,2725,339,2375
"78758",3510,2075,780,235,110,310,3798,2494,261,2125
"78759",4905,3640,360,430,275,200,6612,5180,592,4045
"78760",190,85,60,15,5,25,180,93,15,85
"78761",230,90,85,15,5,35,214,100,16,95
"78762",105,55,30,5,0,15,91,53,6,55
"78763",150,115,10,15,10,0,206,162,22,125
"78764",60,40,15,5,0,0,61,42,5,40
"78765",100,75,15,5,5,0,138,111,4,75
"78766",175,120,30,15,0,10,192,140,17,120
"78767",415,85,45,5,0,280,384,120,6,130
"78768",155,65,65,10,5,10,162,77,10,70
"78941",620,415,65,65,40,35,693,516,65,470
"78942",1595,1050,190,155,80,120,1727,1244,170,1185
"78947",935,625,115,85,55,55,1067,758,97,670
"78948",235,150,35,25,15,10,252,167,28,175
"78949",135,100,5,15,10,5,154,120,17,110
"78952",50,30,5,5,5,5,48,32,5,40
"78953",235,160,30,20,10,15,260,187,23,165
"78957",1875,1215,310,160,75,115,2046,1400,175,1310
"78963",175,100,30,15,10,20,178,116,14,95
"75928",315,140,75,35,20,45,278,138,30,180
"75932",495,295,60,55,50,35,545,358,62,340
"75933",370,170,85,55,25,35,391,194,64,210
"75951",3815,2225,665,395,200,330,4022,2566,421,2550
"75956",1845,970,325,230,140,180,2006,1168,259,1200
"75966",1135,580,230,135,60,130,1135,642,138,690
"75977",170,95,35,15,10,15,158,97,17,110
"77368",145,80,25,20,10,10,163,102,20,90
"77369",440,210,105,55,20,50,442,241,55,260
"77374",130,70,10,15,20,15,148,91,19,90
"77376",75,40,15,10,5,5,80,50,9,50
"77519",205,115,20,40,20,10,243,148,44,155
"77533",210,95,40,35,15,25,239,122,43,125
"77535",4385,2310,870,475,275,455,5053,2953,573,2660
"77538",170,90,15,35,20,10,197,117,43,130
"77561",335,190,55,45,25,20,384,236,51,235
"77564",400,195,75,60,40,30,453,246,72,260
"77575",2610,1420,420,375,175,220,2965,1773,439,1760
"77582",165,90,25,20,10,20,185,109,24,115
"77585",200,95,35,35,20,15,229,123,41,140
"77612",1870,960,305,230,190,185,2083,1198,278,1215
"77613",355,220,55,40,20,20,396,260,45,240
"77614",360,165,70,50,30,45,389,208,55,205
"77615",360,170,65,45,35,45,405,213,56,230
"77625",1765,980,320,200,115,150,2039,1249,238,1135
"77629",170,90,30,20,10,20,176,102,26,105
"77656",3695,1845,745,470,240,395,4123,2324,548,2275
"77657",3155,1850,460,335,225,285,3707,2392,414,2100
"77659",980,605,120,110,55,90,1151,780,135,675
"77663",510,385,40,40,30,15,634,495,51,430
"77701",2585,1345,595,255,100,290,2375,1359,244,1500
"77702",420,235,80,35,20,50,481,307,43,260
"77703",2610,1160,745,265,75,365,2393,1216,257,1315
"77704",340,135,95,20,15,75,318,154,22,160
"77705",4825,2595,1000,470,230,530,5032,2992,526,2950
"77706",5135,3380,565,590,315,285,6616,4722,805,3990
"77707",3040,1825,470,315,120,310,3521,2323,392,2060
"77708",1955,1065,415,175,70,230,2139,1299,199,1150
"77713",1975,1175,330,180,100,190,2308,1501,216,1295
"77720",270,125,60,25,5,55,305,169,25,130
"77725",270,100,90,25,5,50,239,100,26,115
"77726",425,225,80,50,15,55,483,301,57,250
"79331",2325,1350,325,290,200,160,2366,1535,302,1700
"79377",65,35,10,5,10,5,60,39,5,45
"79511",260,165,30,30,25,10,286,190,36,205
"79512",1300,785,190,155,75,95,1373,886,170,910
"79517",40,30,0,5,5,0,44,34,4,35
"79526",215,135,25,20,20,15,218,149,21,155
"79527",80,55,5,10,5,5,86,65,7,65
"79532",215,125,35,30,15,10,217,132,33,155
"79549",2410,1435,320,325,145,185,2573,1666,369,1750
"79550",300,170,55,30,15,30,325,210,35,200
"79565",60,35,5,10,5,5,65,42,10,45
"79713",100,70,5,15,10,0,128,97,16,90
"79720",4950,2895,865,525,230,435,5007,3207,550,3355
"79721",560,345,105,45,25,40,583,392,53,380
"79733",40,20,5,10,0,5,41,23,8,30
"79738",50,30,5,5,10,0,55,39,6,40
"79739",155,105,5,10,25,10,166,120,15,130
"79748",35,15,5,5,5,5,35,20,6,25
"79749",40,25,5,5,5,0,43,29,6,30
"79782",700,415,95,75,45,70,718,470,81,485
"79783",30,20,0,0,5,5,36,30,0,25
"77412",60,45,5,5,0,5,63,50,4,45
"77418",1980,1345,195,190,110,140,2324,1707,231,1470
"77423",1080,620,190,115,60,95,1154,740,119,710
"77426",520,360,65,50,25,20,618,457,56,395
"77434",890,505,160,105,45,75,897,550,114,600
"77442",230,150,20,30,20,10,255,183,35,185
"77445",1925,1195,310,185,90,145,2123,1450,210,1305
"77446",200,135,20,15,5,25,236,180,17,145
"77452",75,60,5,5,5,0,99,85,6,65
"77460",60,45,0,5,5,5,69,55,8,50
"77466",205,135,25,20,10,15,236,170,26,150
"77470",85,50,10,10,10,5,93,63,9,60
"77473",85,45,20,10,5,5,95,55,9,55
"77474",2110,1360,270,215,100,165,2381,1682,241,1520
"77475",235,140,45,30,10,10,270,173,32,155
"77484",1675,1100,210,160,85,120,1966,1407,194,1190
"77485",580,345,70,70,50,45,617,401,76,410
"77833",5325,3515,515,515,250,530,6018,4304,613,3965
"77834",510,320,75,50,25,40,561,401,54,345
"77835",610,440,55,55,35,25,691,535,55,480
"77880",450,285,85,35,20,25,502,350,33,310
"78931",85,65,5,5,5,5,95,78,6,70
"78932",230,170,15,25,10,10,270,207,27,180
"78933",330,245,25,35,20,5,412,318,45,280
"78934",1615,1065,180,175,90,105,1827,1308,200,1230
"78935",160,105,20,20,10,5,180,131,19,120
"78938",95,60,10,15,5,5,101,65,18,70
"78940",570,425,25,70,40,10,652,513,76,495
"78943",40,30,5,5,0,0,38,29,3,30
"78944",145,100,15,15,5,10,165,121,16,115
"78945",2395,1685,235,235,110,130,2697,2006,259,1880
"78946",220,150,30,15,15,10,239,175,18,160
"78950",585,420,35,55,50,25,711,552,60,475
"78951",15,15,0,0,0,0,13,11,0,10
"78954",350,270,20,30,20,10,413,330,31,295
"78956",1410,950,145,145,80,90,1529,1128,157,1095
"78960",60,45,5,5,5,0,72,55,5,50
"78962",1095,810,105,95,50,35,1272,982,106,885
"78520",8245,4655,1105,930,705,850,6219,3845,747,5575
"78521",11665,6200,1745,1280,1065,1375,8438,4975,970,7255
"78522",410,245,45,70,30,20,286,173,52,320
"78523",535,325,75,60,35,40,473,306,62,380
"78526",4160,2200,620,430,400,510,3218,1918,337,2575
"78566",1835,995,280,165,135,260,1480,925,136,1115
"78567",220,130,30,20,20,20,143,88,13,140
"78575",780,520,85,50,75,50,767,564,49,585
"78578",2040,1385,230,165,100,160,2111,1562,174,1460
"78586",7140,3825,1210,720,565,820,5611,3365,559,4460
"78597",570,455,40,25,25,25,703,583,35,455
"76432",345,250,40,20,20,15,372,285,22,255
"76442",1955,1300,220,190,115,130,1993,1422,207,1480
"76444",970,625,120,105,60,60,984,693,103,690
"76452",15,10,0,0,0,5,16,13,0,10
"76455",250,180,20,25,15,10,254,197,25,195
"76468",110,75,15,10,5,5,119,83,12,75
"76474",105,80,5,5,10,5,109,89,5,85
"76801",5175,3255,875,455,235,355,5396,3713,474,3535
"76802",1070,690,140,85,65,90,1121,792,93,755
"76803",110,80,10,10,5,5,114,90,12,80
"76804",690,275,215,35,15,150,638,331,35,300
"76823",780,480,120,80,40,60,780,519,84,535
"76824",30,25,0,0,5,0,30,26,0,25
"76827",90,65,15,5,5,0,94,68,8,70
"76828",60,45,5,0,5,5,59,47,0,45
"76832",145,90,10,15,15,15,138,100,15,105
"76834",1675,1130,205,160,75,105,1679,1225,159,1230
"76844",925,635,95,100,50,45,951,688,108,715
"76845",45,30,5,5,0,5,48,39,3,35
"76857",610,405,80,50,40,35,669,474,58,440
"76864",235,170,20,20,15,10,242,186,16,185
"76870",55,30,5,5,5,10,51,37,3,35
"76871",205,135,20,25,10,15,212,146,25,150
"76873",30,20,5,5,0,0,32,21,5,25
"76877",990,690,95,110,50,45,984,730,109,770
"76878",415,280,65,30,15,25,408,289,33,300
"76880",25,20,5,0,0,0,27,21,0,20
"76882",85,65,10,5,5,0,94,73,8,65
"76884",45,25,10,5,5,0,49,30,5,30
"76888",50,40,5,5,0,0,54,43,5,40
"76890",235,155,35,15,15,15,244,178,13,155
"79519",25,25,0,0,0,0,25,23,0,20
"79538",90,65,5,10,10,0,110,85,12,80
"75831",1140,735,145,115,80,65,1327,908,140,825
"75833",960,635,125,95,45,60,1102,776,104,705
"75846",565,355,80,60,30,40,643,432,62,385
"75850",205,130,25,20,15,15,227,158,21,155
"75852",425,285,50,35,25,30,464,340,32,300
"75855",715,435,120,65,35,60,771,509,61,480
"76629",485,280,70,55,30,50,493,318,56,325
"77363",615,370,100,55,40,50,667,443,62,415
"77801",870,395,245,65,30,135,794,443,70,420
"77802",3960,2710,360,445,235,210,4752,3514,570,3185
"77803",3295,1725,695,285,135,455,2942,1741,267,1885
"77805",475,275,90,40,20,50,537,351,51,305
"77806",405,195,105,25,10,70,360,201,25,205
"77807",1025,635,170,75,55,90,1110,767,80,675
"77808",1630,1105,200,135,95,95,1893,1397,151,1190
"77830",510,350,50,50,30,30,564,415,56,380
"77831",750,450,115,70,40,75,815,540,86,475
"77836",2345,1465,340,235,140,165,2410,1627,247,1665
"77837",415,235,70,50,25,35,407,253,46,275
"77838",30,25,0,5,0,0,42,32,6,25
"77840",1955,1205,290,165,95,200,2201,1549,204,1385
"77841",40,30,5,0,0,5,50,46,0,30
"77842",305,185,50,20,15,35,352,249,28,195
"77845",4750,3315,405,355,330,345,5961,4554,453,3680
"77850",20,10,5,5,0,0,18,12,1,15
"77852",55,35,10,5,0,5,64,44,8,35
"77855",105,70,15,10,5,5,128,94,11,80
"77856",945,610,110,105,50,70,1004,703,109,695
"77859",1310,745,250,140,55,120,1350,838,143,835
"77861",505,310,80,50,30,35,567,375,52,340
"77862",25,25,0,0,0,0,27,25,0,25
"77863",140,100,15,10,5,10,155,115,11,100
"77864",1515,955,215,135,85,125,1574,1087,145,1065
"77865",410,290,50,35,20,15,476,355,35,310
"77866",105,75,15,10,5,0,125,91,13,80
"77867",25,15,5,5,0,0,19,10,4,20
"77868",2330,1360,405,245,115,205,2419,1567,256,1525
"77870",90,65,10,10,5,0,111,85,10,75
"77871",1170,860,95,95,65,55,1376,1064,115,920
"77872",405,240,55,40,25,45,450,299,47,265
"77873",300,190,40,35,20,15,335,233,37,220
"77875",35,25,5,0,0,5,41,31,0,25
"77876",100,60,15,10,5,10,109,72,9,65
"77878",180,105,30,15,10,20,166,111,14,110
"77879",1125,710,190,105,45,75,1193,817,105,760
"77881",90,60,10,10,5,5,108,77,15,65
"77882",85,60,5,5,10,5,93,71,5,70
"76009",3150,1845,605,260,135,305,3460,2234,285,1950
"76028",8960,5940,1160,725,415,720,10810,7709,923,6345
"76031",2625,1585,455,235,130,220,2821,1861,254,1735
"76033",4705,2960,695,470,240,340,5229,3583,565,3310
"76035",255,180,35,20,10,10,315,236,22,175
"76043",1240,825,130,125,75,85,1389,1005,145,900
"76044",605,375,85,65,25,55,696,461,73,395
"76048",5585,3830,685,505,240,325,6471,4749,606,4140
"76049",7030,5470,475,450,380,255,8739,7153,581,5755
"76050",1105,725,165,80,55,80,1245,872,91,775
"76058",2600,1520,535,200,100,245,2881,1869,226,1600
"76059",870,550,125,55,30,110,947,672,61,610
"76061",185,115,35,15,10,10,213,142,18,130
"76070",105,75,10,10,5,5,123,88,14,75
"76077",110,80,5,10,10,5,138,103,13,85
"76093",365,225,60,35,10,35,395,260,37,235
"76097",730,300,95,40,15,280,726,390,55,350
"76401",3935,2435,520,370,205,405,4205,2850,419,2790
"76433",300,205,35,25,20,15,353,268,28,220
"76446",1395,905,200,130,75,85,1393,970,137,1000
"76461",15,15,0,0,0,0,17,14,0,15
"76462",480,335,50,40,35,20,545,401,44,355
"76465",90,75,5,0,5,5,103,92,0,70
"76467",20,15,0,0,5,0,21,17,0,10
"76476",500,345,50,40,30,35,564,424,42,365
"79009",295,170,30,30,35,30,285,181,34,215
"79035",690,400,55,100,80,55,746,490,117,545
"79053",20,5,5,0,5,5,17,8,0,15
"79325",390,240,40,40,35,35,387,262,50,295
"77301",3190,1830,615,330,125,290,3336,2092,378,2055
"77302",2860,1760,410,280,175,235,3410,2316,338,1955
"77303",2295,1295,430,210,105,255,2535,1587,257,1415
"77304",3905,2690,410,365,235,205,4796,3545,472,2980
"77305",730,420,115,65,30,100,828,536,85,460
"77306",1515,755,325,150,80,205,1559,885,169,855
"77316",2400,1535,360,190,110,205,2915,2009,240,1595
"77318",3065,2090,415,230,150,180,3794,2773,288,2205
"77320",3390,2130,500,285,170,305,3733,2571,331,2270
"77327",3110,1605,645,375,180,305,3307,1916,410,1885
"77328",2995,1630,565,315,155,330,3227,1964,349,1840
"77331",1885,1220,265,170,100,130,2150,1508,193,1330
"77333",130,75,20,20,5,10,132,86,20,85
"77334",140,90,20,10,10,10,138,95,13,95
"77340",3490,2340,380,370,185,215,4062,2948,434,2625
"77342",620,385,110,55,15,55,662,450,58,415
"77353",280,175,40,25,10,30,317,217,21,185
"77354",3700,2360,510,300,215,315,4518,3156,371,2515
"77355",3130,1975,450,260,160,285,3801,2627,314,2095
"77356",6380,4730,450,440,445,315,8431,6681,584,4985
"77357",3195,1750,665,305,170,305,3549,2175,343,1935
"77358",1005,620,155,100,55,75,1096,736,110,695
"77359",195,130,25,25,5,10,224,161,21,140
"77362",800,500,110,75,50,65,958,645,98,550
"77364",860,575,125,65,40,55,991,699,77,610
"77365",3665,2080,630,380,200,375,4200,2648,452,2340
"77367",320,215,45,25,20,15,350,251,25,230
"77371",1495,760,340,160,65,170,1534,878,170,875
"77372",1980,1040,385,235,120,200,2135,1240,263,1210
"77373",5505,3080,980,440,240,765,6272,3990,521,3245
"77375",4465,2630,665,470,220,480,5197,3391,578,2990
"77377",3535,2375,360,300,200,300,4464,3278,384,2555
"77378",2405,1345,485,235,110,230,2565,1595,253,1460
"77379",8025,5490,710,620,570,635,10627,7946,851,6030
"77380",3215,2120,395,285,200,215,4126,2988,366,2365
"77381",4980,3485,365,485,340,305,6539,4926,654,3905
"77382",2740,1960,155,240,195,190,3732,2891,326,2165
"77383",340,170,65,20,15,70,367,221,23,205
"77384",2645,2000,160,220,170,95,3533,2792,309,2190
"77385",2235,1415,310,200,110,200,2655,1848,249,1560
"77386",3285,1885,500,300,145,455,3983,2560,379,2015
"77387",225,160,20,15,5,25,274,214,16,165
"77388",4710,3110,540,375,255,430,5910,4258,488,3345
"77389",2620,1660,300,190,160,310,3261,2317,252,1805
"77391",135,80,20,15,10,10,173,116,17,95
"78102",3040,1660,495,380,200,305,2832,1687,371,1970
"78104",745,400,140,85,45,75,709,444,76,470
"78125",35,30,0,5,0,0,41,32,5,30
"78142",65,40,5,15,0,5,69,47,14,50
"78145",50,30,5,5,10,0,42,31,3,40
"78146",155,75,25,25,15,15,154,87,26,100
"78162",90,45,15,15,10,5,106,59,18,65
"78335",660,390,115,65,30,60,688,455,70,430
"78336",2085,1220,360,225,130,150,2203,1431,242,1375
"78339",235,110,50,30,20,25,205,103,27,140
"78343",885,490,130,125,55,85,859,527,127,600
"78347",15,5,5,0,0,5,24,9,0,10
"78351",180,80,35,25,20,20,153,78,23,115
"78352",75,35,10,15,10,5,64,32,13,55
"78358",980,665,140,85,40,50,1070,780,99,710
"78359",405,205,65,50,55,30,381,215,49,275
"78362",1515,855,265,160,80,155,1637,1024,172,960
"78363",3915,2205,610,475,320,305,3708,2296,464,2685
"78364",565,305,90,65,35,70,519,329,54,380
"78370",890,475,155,95,80,85,870,525,97,565
"78373",1005,750,115,55,30,55,1204,935,70,730
"78374",2360,1495,280,245,170,170,2773,1916,308,1715
"78379",435,250,60,55,35,35,445,273,65,305
"78380",4130,2020,745,520,350,495,3733,2071,499,2550
"78381",1050,695,135,90,50,80,1152,826,109,740
"78382",4540,3215,545,330,240,210,5198,3932,386,3355
"78385",55,35,5,5,5,5,48,37,5,40
"78387",1830,895,375,240,140,180,1780,992,241,1140
"78389",340,170,60,50,20,40,311,166,51,215
"78390",1115,625,185,120,90,95,1057,651,127,740
"78391",80,35,15,15,10,5,74,40,10,50
"78401",815,385,235,100,30,65,771,422,113,470
"78402",135,90,30,5,10,0,156,114,7,95
"78403",305,140,90,30,10,35,291,163,30,155
"78404",2620,1470,480,275,145,250,2521,1577,290,1700
"78405",2670,1260,610,360,170,270,2164,1106,324,1605
"78406",160,75,40,15,10,20,139,76,13,90
"78407",515,265,130,45,20,55,461,270,44,295
"78408",2010,1000,445,220,120,225,1792,991,205,1155
